Militaire eenheid,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,Gemiddelde beweging (km)
3-й мотострілецький батальйон зі складу 123-ї омсбр /// The 3rd motorized rifle battalion from the 123rd SMRB,"48.733171, 38.213888","48.733171, 38.213888","48.733171, 38.213888",,,,,0.0
25-та окрема мотострілецька бригада /// 25th Separate Guards Motor Rifle Brigade,"49.7890211, 37.7414998","49.7890211, 37.7414998","49.7890211, 37.7414998",,,,,0.0
247-й гвардійський десантно-штурмовий полк /// 247th Guards Air Assault Regiment  ,,,,"47.4724992, 35.9796709","47.4724992, 35.9796709","47.4724992, 35.9796709","47.4724992, 35.9796709",0.0
247-й гвардійський десантно-штурмовий полк /// 247th Guards Air Assault Regiment,"47.4724992, 35.9796709","47.4724992, 35.9796709","47.4724992, 35.9796709",,,,,0.0
245-й гвардійський мотострілецький полк /// 245th Guards Motor Rifle Regiment ,,,,"50.2408018, 38.1051163","50.2408018, 38.1051163","50.2408018, 38.1051163","50.2408018, 38.1051163",0.0
245-й гвардійський мотострілецький полк /// 245th Guards Motor Rifle Regiment,"50.1370322, 38.1078486","50.1370322, 38.1078486","50.1370322, 38.1078486",,,,,0.0
121-й полк мобілізаційного резерву ДНР /// 121st Regiment of the Mobilization Reserve of the DPR ,,,,"47.35927, 36.6405404","47.35927, 36.6405404","47.35927, 36.6405404","47.35927, 36.6405404",0.0
205-а окрема мотострілецька бригада /// 205th Separate Motorized Rifle Brigade,"45.7192186, 34.4189496","45.7192186, 34.4189496","45.7192186, 34.4189496",,,,,0.0
201-й мотострілецький полк /// 201st motorized rifle regiment ,,,,"47.4024283, 35.9147812","47.4024283, 35.9147812","47.4024283, 35.9147812","47.4024283, 35.9147812",0.0
201-й мотострілецький полк /// 201st motorized rifle regiment,"47.4024283, 35.9147812","47.4024283, 35.9147812","47.4024283, 35.9147812",,,,,0.0
121-й полк мобілізаційного резерву ДНР /// 121st Regiment of the Mobilization Reserve of the DPR,"47.35927, 36.6405404","47.35927, 36.6405404","47.35927, 36.6405404",,,,,0.0
2-й парашутно-десантний батальйон зі складу 51-го ПШД /// 2nd paratrooper battalion according to the 51st Parachute Regiment ,,,,"48.686828, 38.989364","48.686828, 38.989364","48.686828, 38.989364","48.686828, 38.989364",0.0
2-й парашутно-десантний батальйон зі складу 51-го ПШД /// 2nd paratrooper battalion according to the 51st Parachute Regiment,"48.686828, 38.989364","48.686828, 38.989364","48.686828, 38.989364",,,,,0.0
12-й танковий полк ///12th tank regiment ,,,,"49.6194431, 37.9377989","49.6194431, 37.9377989","49.6194431, 37.9377989","49.6194431, 37.9377989",0.0
238-ма артилерійська бригада /// 238th Artillery Brigade  ,,,,"47.9995337, 37.5805846","47.9995337, 37.5805846","47.9995337, 37.5805846","47.9995337, 37.5805846",0.0
277-й стрілецький батальйон /// 277th Rifle Battalion ,,,,"48.2094374, 37.7070278","48.2094374, 37.7070278","48.2094374, 37.7070278","48.2094374, 37.7070278",0.0
277-й стрілецький батальйон /// 277th Rifle Battalion,"48.2094374, 37.7070278","48.2094374, 37.7070278","48.2094374, 37.7070278",,,,,0.0
272-й мотострілковий полк ///272nd Motor Rifle Regiment ,,,,"49.6444946, 37.9161299","49.6444946, 37.9161299","49.6444946, 37.9161299","49.6444946, 37.9161299",0.0
"272-й мотострілковий полк ///272nd Motor Rifle Regiment
",,,"48.9920297, 38.1549328",,,,,0.0
237-й десантно-штурмовий полк зі складу 76-ї дивізії /// 237th Airborne Assault Regiment from the 76th Division  ,,,,"47.4677071, 35.7369038","47.4677071, 35.7369038","47.4677071, 35.7369038","47.4677071, 35.7369038",0.0
237-й десантно-штурмовий полк зі складу 76-ї дивізії /// 237th Airborne Assault Regiment from the 76th Division,"47.4677071, 35.7369038","47.4677071, 35.7369038","47.4677071, 35.7369038",,,,,0.0
234-й десантно-штурмовий полк зі складу 76-ї дивізії /// 234th Airborne Assault Regiment from the 76th Division ,,,,"47.4584389, 35.7565904","47.4584389, 35.7565904","47.4584389, 35.7565904","47.4584389, 35.7565904",0.0
2-а окрема бригада спеціального призначення ГРУ /// 2nd Guards Spetsnaz Brigade GRU ,,,,,,"50.306241, 36.9532624","50.306241, 36.9532624",0.0
19-й танковий полк/// 26th Tank Regiment ,,,,"49.0711895, 38.0856281","49.0711895, 38.0856281","49.0711895, 38.0856281","49.0711895, 38.0856281",0.0
19-й танковий полк/// 26th Tank Regiment,,,"49.0711895, 38.0856281",,,,,0.0
1843-й мотострілецький батальйон /// 1843rd motorized rifle battalion ,,,,"49.8235871, 37.7794393","49.8235871, 37.7794393","49.8235871, 37.7794393","49.8235871, 37.7794393",0.0
1843-й мотострілецький батальйон /// 1843rd motorized rifle battalion,"49.8235871, 37.7794393","49.8235871, 37.7794393","49.8235871, 37.7794393",,,,,0.0
1822-й батальйон /// 1822nd battalion ,,,,"46.686263, 32.9985402","46.686263, 32.9985402","46.686263, 32.9985402","46.686263, 32.9985402",0.0
1822-й батальйон /// 1822nd battalion,"46.686263, 32.9985402","46.686263, 32.9985402","46.686263, 32.9985402",,,,,0.0
18-тя мотострілецька дивізія  /// 18th Motor Rifle Division ,,,,"50.3063208, 36.6491634","50.3063208, 36.6491634","50.3063208, 36.6491634","50.3063208, 36.6491634",0.0
22-га окрема бригада спеціального призначення /// 22nd separate special purpose brigade,"47.5043222, 36.0138139","47.5043222, 36.0138139","47.5043222, 36.0138139",,,,,0.0
"218-й танковий полк /// 218st Tank Regiment
","47.6900511, 36.8276231","47.6900511, 36.8276231","47.6900511, 36.8276231",,,,,0.0
217-й парашутно-десантний полк (в/ч 62295) зі складу 98-ї ПДД /// 217th Airborne Regiment from the 98th Airborne Division ,,,,"48.6228683, 37.9078204","48.6228683, 37.9078204","48.6228683, 37.9078204","48.6228683, 37.9078204",0.0
"254-й мотострілковий полк ///254nd Motor Rifle Regiment
",,,"49.0621245, 38.0127176",,,,,0.0
252-й мотострілецький полк ///252nd motorized rifle regiment ,,,,"49.3147077, 37.9966034","49.3147077, 37.9966034","49.3147077, 37.9966034","49.3147077, 37.9966034",0.0
"12-й танковий полк ///12th tank regiment
",,,"49.6194431, 37.9377989",,,,,0.0
210-й мотострілецький полк /// 210th motorized rifle regiment ,,,,"47.3998457, 35.8730818","47.3998457, 35.8730818","47.3998457, 35.8730818","47.3998457, 35.8730818",0.0
210-й мотострілецький полк /// 210th motorized rifle regiment,"47.3998457, 35.8730818","47.3998457, 35.8730818","47.3998457, 35.8730818",,,,,0.0
1432-й мотострілецький полк територіальних військ /// 1432nd motorized rifle regiment of territorial troops ,,,,"49.5876101, 37.946836","49.5876101, 37.946836","49.5876101, 37.946836","49.5876101, 37.946836",0.0
169-та окрема мотострілецька бригада /// 169th separate motorized rifle brigade ,,,,"49.0270542, 38.0308757","49.0270542, 38.0308757","49.0270542, 38.0308757","49.0270542, 38.0308757",0.0
"169-ма окрема мотострілецька бригада /// 169th separate motorized rifle brigade 
",,"49.0270542, 38.0308757","49.0270542, 38.0308757",,,,,0.0
164-та окрема мотострілецька бригада /// 164th Mountain Motor Rifle Brigade ,,,,"49.0648747, 38.042073","49.0648747, 38.042073","49.0648747, 38.042073","49.0648747, 38.042073",0.0
163-й танковий полк ///163rd tank regiment  ,,,,"47.9199102, 37.5147747","47.9199102, 37.5147747","47.9199102, 37.5147747","47.9199102, 37.5147747",0.0
"163-й танковий полк ///163rd tank regiment
",,,"47.9199102, 37.5147747",,,,,0.0
"153-й танковий полк зі складу 47-ї ТД, 1-ї ТА /// 153rd Tank Regiment from the 47th TD, 1st TA
","49.752967, 38.229591","49.752967, 38.229591","49.752967, 38.229591",,,,,0.0
150-та мотострілецька дивізія (в/ч 22265) /// 150th Motorized Rifle Division ,,,,"47.9406426, 37.5414393","47.9406426, 37.5414393","47.9406426, 37.5414393","47.9406426, 37.5414393",0.0
2-й мотострілецький батальйон зі складу 57-ї ОМБр /// 2nd motorized rifle battalion from the 57th SMBr  ,,,,"48.695368, 38.985272","48.695368, 38.985272","48.695368, 38.985272","48.695368, 38.985272",0.0
2-й мотострілецький батальйон зі складу 57-ї ОМБр /// 2nd motorized rifle battalion from the 57th SMBr,"48.695368, 38.985272","48.695368, 38.985272","48.695368, 38.985272",,,,,0.0
2-й батальйон територіальної оборони ДНР /// 2nd battalion of territorial defense of the DPR ,,,,"48.0365073, 37.5962037","48.0365073, 37.5962037","48.0365073, 37.5962037","48.0365073, 37.5962037",0.0
2-й батальйон територіальної оборони ДНР /// 2nd battalion of territorial defense of the DPR,"48.0365073, 37.5962037","48.0365073, 37.5962037","48.0365073, 37.5962037",,,,,0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469",0.0
238-ма артилерійська бригада /// 238th Artillery Brigade ,"48.056935, 37.705552","48.056935, 37.705552","48.056935, 37.705552",,,,,0.0
237-й танковий полк///237th tank regiment ,,,,"49.2443744, 38.0302515","49.2443744, 38.0302515","49.2443744, 38.0302515","49.2443744, 38.0302515",0.0
2-га мотострілецька дивізія зі складу 1-ї ТА /// 2nd motorized rifle division from the 1st TA,"49.723482, 37.938209","49.723482, 37.938209","49.723482, 37.938209",,,,,0.0
2-га мотострілецька дивізія зі складу 1-ї ТА /// 2nd motorized rifle division from the 1st TA ,,,,"49.723482, 37.938209","49.723482, 37.938209","49.723482, 37.938209","49.723482, 37.938209",0.0
"14-й батальйон територіальної оборони «Прізрак» /// 14th Territorial Defense Battalion ""Prizrak"" (LPR)  ",,,,"48.7477708, 38.3849247","48.7477708, 38.3849247","48.7477708, 38.3849247","48.7477708, 38.3849247",0.0
139-та окремий мотострілецький батальйон ///139th Separate Guards Motor Rifle Battalion ,,,,"47.8071948, 37.4980581","47.8071948, 37.4980581","47.8071948, 37.4980581","47.8071948, 37.4980581",0.0
1487-й мотострілецький полк територіальних військ /// 1487th motorized rifle regiment of territorial troops ,,,,"48.0844403, 37.7580846","48.0844403, 37.7580846","48.0844403, 37.7580846","48.0844403, 37.7580846",0.0
"1487-й мотострілецький полк територіальних військ /// 1487th motorized rifle regiment of territorial troops
",,,"48.0844403, 37.7580846",,,,,0.0
1472-й мотострілецький полк територіальних військ /// 1472th motorized rifle regiment of territorial troops ,,,,"47.8378863, 37.4871506","47.8378863, 37.4871506","47.8378863, 37.4871506","47.8378863, 37.4871506",0.0
1465-й мотострілецький полк територіальних військ /// 1465th motorized rifle regiment of territorial troops ,,,,"47.8841407, 37.5475103","47.8841407, 37.5475103","47.8841407, 37.5475103","47.8841407, 37.5475103",0.0
1465-й мотострілецький полк територіальних військ /// 1465th motorized rifle regiment of territorial troops,,,"47.8841407, 37.5475103",,,,,0.0
1461-й мотострілецький полк територіальних військ /// 1461st motorized rifle regiment of territorial troops ,,,,"47.7195744, 36.7630308","47.7195744, 36.7630308","47.7195744, 36.7630308","47.7195744, 36.7630308",0.0
"1461-й мотострілецький полк територіальних військ /// 1461st motorized rifle regiment of territorial troops
",,,"47.7195744, 36.7630308",,,,,0.0
1445-й мотострілецький полк /// 1445th motorized rifle regiment ,,,,"46.7325247, 33.1480704","46.7325247, 33.1480704","46.7325247, 33.1480704","46.7325247, 33.1480704",0.0
18-та кулеметно-артилерійська дивізія /// 18th Machine Gun Artillery Division,,,"47.8026622, 37.5805178",,,,,0.0
177-й окремий полк морської піхоти (в/ч 87852) /// 177th Separate Regiment of Marines ,,,,"48.4575822, 37.9689707","48.4575822, 37.9689707","48.4575822, 37.9689707","48.4575822, 37.9689707",0.0
177-й окремий полк морської піхоти (в/ч 87852) /// 177th Separate Regiment of Marines,"48.4575822, 37.9689707","48.4575822, 37.9689707","48.4575822, 37.9689707",,,,,0.0
17-й танковий полк ///17th tank regiment ,,,,"46.7070216, 33.1325046","46.7070216, 33.1325046","46.7070216, 33.1325046","46.7070216, 33.1325046",0.0
1194-й мотострілецький полк територіальних військ /// 1194st motorized rifle regiment of territorial troops ,,,,"48.5056416, 38.019902","48.5056416, 38.019902","48.5056416, 38.019902","48.5056416, 38.019902",0.0
144-та мотострілецька дивізія /// 144th Guards Motor Rifle Division,"49.0510866, 38.1429158","49.0510866, 38.1429158","49.0510866, 38.1429158",,,,,0.0
144-а окрема мотострілецька бригада /// 144th Separate Motorized Rifle Brigade ,,,,"46.6416367, 32.843763","46.6416367, 32.843763","46.6416367, 32.843763","46.6416367, 32.843763",0.0
1307-й мотострілецький полк /// 1307th Motor Rifle Regiment ,,,,"48.545787, 37.9633692","48.545787, 37.9633692","48.545787, 37.9633692","48.545787, 37.9633692",0.0
"1194-й мотострілецький полк територіальних військ /// 1194st motorized rifle regiment of territorial troops
",,,"48.5297475, 38.017327",,,,,0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",0.0
"1432-й мотострілецький полк територіальних військ /// 1432nd motorized rifle regiment of territorial troops
",,,"49.5876101, 37.946836",,,,,0.0
1432-й мотострілецький полк /// 1432nd motorized rifle regiment ,,,,"49.4790834, 38.0063732","49.4790834, 38.0063732","49.4790834, 38.0063732","49.4790834, 38.0063732",0.0
"1432-й мотострілецький полк /// 1432nd motorized rifle regiment
","49.4790834, 38.0063732","49.4790834, 38.0063732","49.4790834, 38.0063732",,,,,0.0
1431-й мотострілецький полк територіальних військ /// 1431st motorized rifle regiment of territorial troops ,,,,"49.6075721, 37.9156468","49.6075721, 37.9156468","49.6075721, 37.9156468","49.6075721, 37.9156468",0.0
"1431-й мотострілецький полк територіальних військ /// 1431st motorized rifle regiment of territorial troops
",,,"49.6075721, 37.9156468",,,,,0.0
1430-й мотострілецький полк /// 1430th motorized rifle regiment ,,,,"47.2067178, 35.7191344","47.2067178, 35.7191344","47.2067178, 35.7191344","47.2067178, 35.7191344",0.0
1430-й мотострілецький полк /// 1430th motorized rifle regiment,"47.2067178, 35.7191344","47.2067178, 35.7191344","47.2067178, 35.7191344",,,,,0.0
143-й мотострілецький полк (в/ч 21634) зі складу 127-ї МСД /// 143rd Motorized Rifle Regiment from the 127th MRD ,,,,"47.7047475, 36.6169323","47.7047475, 36.6169323","47.7047475, 36.6169323","47.7047475, 36.6169323",0.0
119-й парашутно-десантний полк /// 119th Guards Airborne Regiment ,,,,"48.7314158, 38.1362271","48.7314158, 38.1362271","48.7314158, 38.1362271","48.7314158, 38.1362271",0.0
"119-й парашутно-десантний полк /// 119th Guards Airborne Regiment
",,"48.7508871, 38.1880683","48.7508871, 38.1880683",,,,,0.0
15-й гвардійський мотострілковий полк ///15th Guards Motor Rifle Regiment ,,,,"49.600375, 37.8946215","49.600375, 37.8946215","49.600375, 37.8946215","49.600375, 37.8946215",0.0
108-й десантно-штурмовий полк /// 108th Airborne Assault Regiment,"47.4524226, 35.9688521","47.4524226, 35.9688521","47.4524226, 35.9688521",,,,,0.0
104-й десантно-штурмовий полк зі складу 76-ї дивізії /// 104th Airborne Assault Regiment from the 76th Division ,,,,"47.4365214, 35.7957013","47.4365214, 35.7957013","47.4365214, 35.7957013","47.4365214, 35.7957013",0.0
104-й десантно-штурмовий полк зі складу 76-ї дивізії /// 104th Airborne Assault Regiment from the 76th Division,"47.4365214, 35.7957013","47.4365214, 35.7957013","47.4365214, 35.7957013",,,,,0.0
103-й мотострілковий полк///103rd Motorized Rifle Regiment,"47.9147773, 37.5248698","47.9147773, 37.5248698",,,,,,0.0
"119-й мотострілецький полк/// 119th motorized rifle regiment
",,"48.7530596, 38.2398176","48.7530596, 38.2398176",,,,,0.0
103-й мотострілковий полк зі складу 150 мсд///103rd Motorized Rifle Regiment (from the composition of 150 MRD),,,"47.9370355, 37.5069311",,,,,0.0
102-й мотострілецький полк /// 102nd Motor Rifle Regiment ,,,,"48.5792295, 37.9474883","48.5792295, 37.9474883","48.5792295, 37.9474883","48.5792295, 37.9474883",0.0
БАРС-1 /// 1st squad BARS  ,,,,"47.6051782, 36.3528019","47.6051782, 36.3528019","47.6051782, 36.3528019","47.6051782, 36.3528019",0.0
"БАРС-1 /// 1st squad BARS
","47.6051782, 36.3528019","47.6051782, 36.3528019","47.6051782, 36.3528019",,,,,0.0
"БАРС ""Херсон"" /// BARS ""Kherson"" ",,,,"46.4397118, 32.7066963","46.4397118, 32.7066963","46.4397118, 32.7066963","46.4397118, 32.7066963",0.0
"БАРС ""Херсон"" /// BARS ""Kherson""","46.4397118, 32.7066963","46.4397118, 32.7066963","46.4397118, 32.7066963",,,,,0.0
119-й мотострілецький полк /// 119th motorized rifle regiment ,,,,"48.7530596, 38.2398176","48.7530596, 38.2398176","48.7530596, 38.2398176","48.7530596, 38.2398176",0.0
95-й окремий-саперний полк ///95th Separate Sapper Regiment ,,,,"47.7541564, 37.2995156","47.7541564, 37.2995156","47.7541564, 37.2995156","47.7541564, 37.2995156",0.0
1-й танковий полк ///1st tank regiment ,,,,"49.5836429, 37.9272774","49.5836429, 37.9272774","49.5836429, 37.9272774","49.5836429, 37.9272774",0.0
10-й ОТБ /// 10-й ОТБ,"48.0937968, 37.7243275","48.0937968, 37.7243275","48.0937968, 37.7243275",,,,,0.0
144-та мотострілецька дивізія /// 144th Guards Motor Rifle Division ,,,,"49.0510866, 38.1429158","49.0510866, 38.1429158","49.0510866, 38.1429158","49.0510866, 38.1429158",0.0
143-й мотострілецький полк (в/ч 21634) зі складу 127-ї МСД /// 143rd Motorized Rifle Regiment from the 127th MRD,"47.7047475, 36.6169323","47.7047475, 36.6169323","47.7047475, 36.6169323",,,,,0.0
14-та окрема бригада спеціального призначення ///14th Spetsnaz Brigade ,,,,"47.6676733, 36.750258","47.6676733, 36.750258","47.6676733, 36.750258","47.6676733, 36.750258",0.0
"14-та окрема бригада спеціального призначення ///14th Spetsnaz Brigade
",,,"47.6676733, 36.750258",,,,,0.0
"14-та окрема бригада спеціального призначення (ГРУ, в/ч 74854) /// 14th separate special purpose brigade ",,,,"47.753304, 37.226861","47.753304, 37.226861","47.753304, 37.226861","47.753304, 37.226861",0.0
"14-та окрема бригада спеціального призначення (ГРУ, в/ч 74854) /// 14th separate special purpose brigade","47.753304, 37.226861","47.753304, 37.226861","47.753304, 37.226861",,,,,0.0
123-й стрілецький полк ДНР /// 123st Regiment (DPR) ,,,,"47.708017, 37.224003","47.708017, 37.224003","47.708017, 37.224003","47.708017, 37.224003",0.0
123-й стрілецький полк ДНР /// 123st Regiment (DPR),"47.708017, 37.224003","47.708017, 37.224003","47.708017, 37.224003",,,,,0.0
1219-й мотострілецький полк територіальних військ /// 1219th motorized rifle regiment of territorial troops  ,,,,"47.8514358, 37.5742895","47.8514358, 37.5742895","47.8514358, 37.5742895","47.8514358, 37.5742895",0.0
117-й мотострілецький полк ДНР /// 117th motorized rifle regiment DPR ,,,,"48.0791322, 37.6922922","48.0791322, 37.6922922","48.0791322, 37.6922922","48.0791322, 37.6922922",0.0
"1152-й мотострілецький полк /// 1152nd motorized rifle regiment
","47.4242858, 35.7970212","47.4242858, 35.7970212","47.4242858, 35.7970212",,,,,0.0
"1008-й мотострілецький полк територіальних військ /// 1008st motorized rifle regiment of territorial troops
",,,"48.5410005, 37.9922644",,,,,0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469",,,,,0.0
"1140-й мотострілецький полк територіальних військ /// 1140th motorized rifle regiment of territorial troops
",,,"48.1678673, 37.7727327",,,,,0.0
79-й гвардійський мотострілковий полк///79th Guards Motorized Rifle Regiment,"49.8827767, 37.9143729","49.8827767, 37.9143729","49.8827767, 37.9143729",,,,,0.0
1445-й мотострілецький полк /// 1445th motorized rifle regiment,"46.7325247, 33.1480704","46.7325247, 33.1480704","46.7325247, 33.1480704",,,,,0.0
1442 мотострілецький полк (в/ч 95383)///1442 motorized rifle regiment (military unit 95383)  ,,,,"48.5278727, 37.9999199","48.5278727, 37.9999199","48.5278727, 37.9999199","48.5278727, 37.9999199",0.0
113-й окремий гвардійський мотострілковий батальйон /// 113th Separate Guards Motorized Rifle Battalion ,,,,"46.765054, 29.697533","46.765054, 29.697533","46.765054, 29.697533","46.765054, 29.697533",0.0
113-й окремий гвардійський мотострілковий батальйон /// 113th Separate Guards Motorized Rifle Battalion,"46.765054, 29.697533","46.765054, 29.697533","46.765054, 29.697533",,,,,0.0
110-та окрема мотострілецька бригада /// 110th Separate Motorized Rifle Brigade ,,,,"48.0231072, 37.5780076","48.0231072, 37.5780076","48.0231072, 37.5780076","48.0231072, 37.5780076",0.0
"Підрозділ росгвардії «Ахмат-Центр» /// Rosguard unit ""Akhmat-Centre"" ",,,,"47.477664, 34.5266566","47.477664, 34.5266566","47.477664, 34.5266566","47.477664, 34.5266566",0.0
"Підрозділ росгвардії «Ахмат-Центр» /// Rosguard unit ""Akhmat-Centre""","47.477664, 34.5266566","47.477664, 34.5266566","47.477664, 34.5266566",,,,,0.0
"Підрозділ росгвардії «Ахмат-Схід» /// Rosguard unit ""Akhmat-East"" ",,,,"47.4214707, 35.6905887","47.4214707, 35.6905887","47.4214707, 35.6905887","47.4214707, 35.6905887",0.0
"Підрозділ росгвардії «Ахмат-Схід» /// Rosguard unit ""Akhmat-East""
","47.4214707, 35.6905887","47.4214707, 35.6905887","47.4214707, 35.6905887",,,,,0.0
138-ма окрема мотострілецька бригада /// 138th Separate Guards Motor Rifle Brigade,"49.7954486, 37.6978134","49.7954486, 37.6978134","49.7954486, 37.6978134",,,,,0.0
137-ма окрема мотострілецька бригада /// 137th Separate Guards Motor Rifle Brigade ,,,,"49.8268041, 37.9703467","49.8268041, 37.9703467","49.8268041, 37.9703467","49.8268041, 37.9703467",0.0
"137-ма окрема мотострілецька бригада /// 137th Separate Guards Motor Rifle Brigade
","49.8268041, 37.9703467","49.8268041, 37.9703467","49.8268041, 37.9703467",,,,,0.0
137-й парашутно-десантний полк (в/ч 41450) зі складу 106-ї ПДД /// 137th Guards Airborne Regiment from the 106th Airborne Division ,,,,"48.7346353, 38.1576577","48.7346353, 38.1576577","48.7346353, 38.1576577","48.7346353, 38.1576577",0.0
137-й парашутно-десантний полк (в/ч 41450) зі складу 106-ї ПДД /// 137th Guards Airborne Regiment from the 106th Airborne Division,"48.6172069, 38.0059048","48.6172069, 38.0059048","48.6172069, 38.0059048",,,,,0.0
136-та мотострілецька бригада /// 136th motorized rifle brigade ,,,,"47.4074777, 35.8247185","47.4074777, 35.8247185","47.4074777, 35.8247185","47.4074777, 35.8247185",0.0
136-та мотострілецька бригада /// 136th motorized rifle brigade,"47.4074777, 35.8247185","47.4074777, 35.8247185","47.4074777, 35.8247185",,,,,0.0
131-й стрілецький полк (ДНР) /// 131st Regiment (DPR) ,,,,"47.7104046, 36.9330542","47.7104046, 36.9330542","47.7104046, 36.9330542","47.7104046, 36.9330542",0.0
131-й стрілецький полк (ДНР) /// 131st Regiment (DPR),"47.7104046, 36.9330542","47.7104046, 36.9330542","47.7104046, 36.9330542",,,,,0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.6790228, 37.939907","48.6790228, 37.939907",,,,,0.0
11-й окремий мотострілецький полк /// 11th separate motorized rifle regiment ,,,,"47.7243385, 36.8220399","47.7243385, 36.8220399","47.7243385, 36.8220399","47.7243385, 36.8220399",0.0
10-й ОТБ /// 10-й ОТБ  ,,,,"48.0937968, 37.7243275","48.0937968, 37.7243275","48.0937968, 37.7243275","48.0937968, 37.7243275",0.0
10-й танковий полк ///10th tank regiment,"48.0172113, 37.7194901","48.0172113, 37.7194901","48.0172113, 37.7194901",,,,,0.0
10-й танковий полк ///10th tank regiment ,,,,"47.8631054, 37.4993778","47.8631054, 37.4993778","47.8631054, 37.4993778","47.8631054, 37.4993778",0.0
10-та артилерійська бригада ЛНР /// 10th artillery brigade of the LPR,"48.6605894, 38.0956957","48.6605894, 38.0956957","48.6605894, 38.0956957",,,,,0.0
10-та артилерійська бригада ЛНР /// 10th artillery brigade of the LPR ,,,,"48.6605894, 38.0956957","48.6605894, 38.0956957","48.6605894, 38.0956957","48.6605894, 38.0956957",0.0
"10-та окрема бригада спеціального призначення (ГРУ, в/ч 51532) /// 10th Separate Special Purpose Brigade","47.145246, 33.934547","47.145246, 33.934547","47.145246, 33.934547",,,,,0.0
"10-та окрема бригада спеціального призначення (ГРУ, в/ч 51532) /// 10th Separate Special Purpose Brigade  ",,,,"47.145246, 33.934547","47.145246, 33.934547","47.145246, 33.934547","47.145246, 33.934547",0.0
100-й окремий розвідувальний батальйон /// 100th separate reconnaissance battalion,"47.4471161, 36.0035442","47.4471161, 36.0035442","47.4471161, 36.0035442",,,,,0.0
102-га окрема бригада оперативного призначення (в/ч 6752) /// 102nd separate brigade of operational assignment ,,,,"46.761319, 36.803685","46.761319, 36.803685","46.761319, 36.803685","46.761319, 36.803685",0.0
102-га окрема бригада оперативного призначення (в/ч 6752) /// 102nd separate brigade of operational assignment,"46.761319, 36.803685","46.761319, 36.803685","46.761319, 36.803685",,,,,0.0
1009-й мотострілецький полк територіальних військ /// 1009st motorized rifle regiment of territorial troops ,,,,,,"50.3164774, 36.9723048","50.3164774, 36.9723048",0.0
1008-й мотострілецький полк територіальних військ /// 1008st motorized rifle regiment of territorial troops ,,,,"48.5410005, 37.9922644","48.5410005, 37.9922644","48.5410005, 37.9922644","48.5410005, 37.9922644",0.0
109-й стрілецький полк ДНР /// 109th Rifle Regiment DPR ,,,,"48.2277832, 37.8070758","48.2277832, 37.8070758","48.2277832, 37.8070758","48.2277832, 37.8070758",0.0
117-й мотострілецький полк ДНР /// 117th motorized rifle regiment DPR,"48.0791322, 37.6922922","48.0791322, 37.6922922","48.0791322, 37.6922922",,,,,0.0
116-й стрілецький полк /// 116th Rifle Regiment ,,,,"47.738933, 37.3677097","47.738933, 37.3677097","47.738933, 37.3677097","47.738933, 37.3677097",0.0
116-й стрілецький полк /// 116th Rifle Regiment,"47.738933, 37.3677097","47.738933, 37.3677097","47.738933, 37.3677097",,,,,0.0
1152-й мотострілецький полк /// 1152nd motorized rifle regiment ,,,,"47.4242858, 35.7970212","47.4242858, 35.7970212","47.4242858, 35.7970212","47.4242858, 35.7970212",0.0
127-ма окрема розвідувальна бригада /// 127th separate intelligence brigade ,,,,"46.5430078, 32.6254117","46.5430078, 32.6254117","46.5430078, 32.6254117","46.5430078, 32.6254117",0.0
"127-ма окрема розвідувальна бригада /// 127th separate intelligence brigade
","46.5430078, 32.6254117","46.5430078, 32.6254117","46.5430078, 32.6254117",,,,,0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""  ",,,,"47.7348026, 37.2737004","47.7348026, 37.2737004","47.7348026, 37.2737004","47.7348026, 37.2737004",0.0
126-а окрема гвардійська бригада берегової оборони /// 126th Separate Guards Coastal Defense Brigade ,,,,"46.489628, 32.9645659","46.489628, 32.9645659","46.489628, 32.9645659","46.489628, 32.9645659",0.0
126-а окрема гвардійська бригада берегової оборони /// 126th Separate Guards Coastal Defense Brigade,"46.489628, 32.9645659","46.489628, 32.9645659","46.489628, 32.9645659",,,,,0.0
125-та окрема мотострілецька бригада /// 125th separate motorized rifle brigade ,,,,"47.7033244, 36.8783771","47.7033244, 36.8783771","47.7033244, 36.8783771","47.7033244, 36.8783771",0.0
125-та окрема мотострілецька бригада /// 125th separate motorized rifle brigade,"47.7033244, 36.8783771","47.7033244, 36.8783771","47.7033244, 36.8783771",,,,,0.0
125-й мотострілковий полк (ДНР) /// 125st Regiment (DPR) ,,,,"47.475055, 35.451394","47.475055, 35.451394","47.475055, 35.451394","47.475055, 35.451394",0.0
